,y_true,y_pred_lt,y_pred_nd,dates
0,93,105.0809866574471,105.0809866574471,2011-11-12
1,93,114.07375373138291,105.0809866574471,2011-11-19
2,123,100.10035979293035,107.45425629888776,2011-11-26
3,106,106.60777323344031,101.1911669735536,2011-12-03
