,y_true,y_pred_lt,y_pred_nd,dates
0,23,31.744408576604915,31.744408576604915,2011-01-08
1,8,46.45465682633476,31.744408576604915,2011-01-15
2,14,22.57389202278695,41.18409067156729,2011-01-22
3,3,32.850500368619606,30.537627929158894,2011-01-29
