,y_true,y_pred_lt,y_pred_nd,dates
0,89,106.72042168602313,106.72042168602313,2011-06-25
1,85,108.06385865747077,106.72042168602313,2011-07-02
2,69,115.08938833187203,104.09249335562546,2011-07-09
3,64,96.69695793761564,88.50868119030027,2011-07-16
