,y_true,y_pred_lt,y_pred_nd,dates
0,9,26.65665117025177,26.65665117025177,2011-04-30
1,71,43.06612432247344,26.65665117025177,2011-05-07
2,19,25.212703879346268,32.27353367210487,2011-05-14
3,20,29.696142327689333,61.510103294792934,2011-05-21
