,y_true,y_pred_lt,y_pred_nd,dates
0,74,83.25788195665203,83.25788195665203,2011-07-23
1,60,55.78117111174694,83.25788195665203,2011-07-30
2,68,58.32128658577422,53.39951060960459,2011-08-06
3,85,65.34086308367554,65.23324922095371,2011-08-13
