,y_true,y_pred_lt,y_pred_nd,dates
0,111,139.5372912649402,139.5372912649402,2011-02-05
1,147,135.66053857631024,139.5372912649402,2011-02-12
2,109,139.04536229959933,117.08815031710081,2011-02-19
3,96,141.2587551233512,144.1518186330232,2011-02-26
