,y_true,y_pred_lt,y_pred_nd,dates
0,98,115.32979377578549,115.32979377578549,2011-07-23
1,107,125.71372499166377,115.32979377578549,2011-07-30
2,126,121.59190402257232,116.38077835485447,2011-08-06
3,129,119.70843968116378,102.65396626339586,2011-08-13
