,y_true,y_pred_lt,y_pred_nd,dates
0,96,109.18291000022708,109.18291000022708,2011-10-15
1,99,75.92559025494145,109.18291000022708,2011-10-22
2,86,74.19619605545371,72.81969613547474,2011-10-29
3,191,77.32136505172564,85.07741145660536,2011-11-05
