,y_true,y_pred_lt,y_pred_nd,dates
0,267,172.76619091903763,172.76619091903763,2011-04-30
1,144,182.06241150436045,172.76619091903763,2011-05-07
2,159,203.8187789178611,204.42389760257075,2011-05-14
3,156,172.98909813577447,190.92197318857671,2011-05-21
