,y_true,y_pred_lt,y_pred_nd,dates
0,25,34.19846912123465,34.19846912123465,2011-09-17
1,79,41.26855996314279,34.19846912123465,2011-09-24
2,49,29.999254843932142,35.25880690213364,2011-10-01
3,32,33.768334925761756,51.066553643299876,2011-10-08
