,y_true,y_pred_lt,y_pred_nd,dates
0,174,178.88028380749398,178.88028380749398,2011-10-15
1,120,175.42828242892446,178.88028380749398,2011-10-22
2,135,222.85071826464343,173.2482526776331,2011-10-29
3,165,182.42834299213519,147.16520906871256,2011-11-05
