,y_true,y_pred_lt,y_pred_nd,dates
0,142,197.09743082714814,197.09743082714814,2011-03-05
1,108,209.7727298060857,197.09743082714814,2011-03-12
2,111,228.7222627274606,199.5667112799082,2011-03-19
3,95,192.97226047285534,144.74467920375582,2011-03-26
