,y_true,y_pred_lt,y_pred_nd,dates
0,21,22.600836759332342,22.600836759332342,2011-10-15
1,20,42.07488638317882,22.600836759332342,2011-10-22
2,29,29.57461918249072,41.92347502102619,2011-10-29
3,19,33.42101454786605,35.02922482561707,2011-11-05
