WEEK_END_DATE,lag-units-1,lag-units-2,lag-units-3,lag-units-4,lag-units-5,lag-units-6,lag-units-7,lag-units-8,lag-units-9,lag-units-10,lag-units-11,lag-units-12,lag-units-13,lag-units-14,lag-units-15,lag-units-16,lag-units-17,lag-units-18,lag-units-19,lag-units-20,lag-units-21,lag-units-22,lag-units-23,lag-units-24,lag-units-25,lag-units-26,lag-units-27,lag-units-28,lag-units-29,lag-units-30,lag-units-31,lag-units-32,lag-units-33,lag-units-34,lag-units-35,lag-units-36,lag-units-37,lag-units-38,lag-units-39,lag-units-40,lag-units-41,lag-units-42,lag-units-43,lag-units-44,lag-units-45,lag-units-46,lag-units-47,lag-units-48,lag-units-49,lag-units-50,lag-units-51,lag-units-52,lag-units-1-rolling-2,lag-units-1-rolling-4,lag-units-1-rolling-8,lag-units-1-rolling-16,lag-units-1-rolling-26,WEEK_END_DATEYear,WEEK_END_DATEMonth,WEEK_END_DATEWeek,WEEK_END_DATEDay,WEEK_END_DATEDayofweek,WEEK_END_DATEDayofyear,test_predictions,y_true
2011-06-25,44.0,50.0,49.0,67.0,37.0,42.0,56.0,54.0,37.0,36.0,41.0,45.0,43.0,59.0,64.0,47.0,35.0,40.0,75.0,70.0,83.0,81.0,82.0,106.0,66.0,126.0,72.0,89.0,47.0,82.0,56.0,45.0,72.0,56.0,46.0,55.0,69.0,62.0,52.0,60.0,57.0,87.0,78.0,51.0,60.0,58.0,50.0,52.0,52.0,47.0,33.0,49.0,47.0,52.5,49.88,48.19,59.04,2011,6,25,25,5,176,67,50
2011-07-02,50.0,44.0,50.0,49.0,67.0,37.0,42.0,56.0,54.0,37.0,36.0,41.0,45.0,43.0,59.0,64.0,47.0,35.0,40.0,75.0,70.0,83.0,81.0,82.0,106.0,66.0,126.0,72.0,89.0,47.0,82.0,56.0,45.0,72.0,56.0,46.0,55.0,69.0,62.0,52.0,60.0,57.0,87.0,78.0,51.0,60.0,58.0,50.0,52.0,52.0,47.0,33.0,47.0,48.25,49.38,48.38,56.12,2011,7,26,2,5,183,50,36
2011-07-09,36.0,50.0,44.0,50.0,49.0,67.0,37.0,42.0,56.0,54.0,37.0,36.0,41.0,45.0,43.0,59.0,64.0,47.0,35.0,40.0,75.0,70.0,83.0,81.0,82.0,106.0,66.0,126.0,72.0,89.0,47.0,82.0,56.0,45.0,72.0,56.0,46.0,55.0,69.0,62.0,52.0,60.0,57.0,87.0,78.0,51.0,60.0,58.0,50.0,52.0,52.0,47.0,43.0,45.0,46.88,46.62,54.96,2011,7,27,9,5,190,67,32
2011-07-16,32.0,36.0,50.0,44.0,50.0,49.0,67.0,37.0,42.0,56.0,54.0,37.0,36.0,41.0,45.0,43.0,59.0,64.0,47.0,35.0,40.0,75.0,70.0,83.0,81.0,82.0,106.0,66.0,126.0,72.0,89.0,47.0,82.0,56.0,45.0,72.0,56.0,46.0,55.0,69.0,62.0,52.0,60.0,57.0,87.0,78.0,51.0,60.0,58.0,50.0,52.0,52.0,34.0,40.5,45.62,44.94,52.12,2011,7,28,16,5,197,78,29
