,y_true,y_pred_lt,y_pred_nd,dates
0,279,192.9636203439569,192.9636203439569,2011-07-23
1,145,217.07921817195017,192.9636203439569,2011-07-30
2,192,213.7788483945526,264.580348648962,2011-08-06
3,226,200.59124587401507,164.6370989351597,2011-08-13
