,y_true,y_pred_lt,y_pred_nd,dates
0,50,54.66221566622205,54.66221566622205,2011-06-25
1,36,49.36264734023705,54.66221566622205,2011-07-02
2,32,52.01244535695261,47.98081452546353,2011-07-09
3,29,46.54959056127779,41.5152576426275,2011-07-16
