,y_true,y_pred_lt,y_pred_nd,dates
0,96,108.28344619703928,108.28344619703928,2011-03-05
1,65,121.38715897682724,108.28344619703928,2011-03-12
2,69,118.19483461586147,120.5899805005124,2011-03-19
3,75,98.46819195480197,92.39023000926326,2011-03-26
