,product_category_name,order_approved_at,payment_value
82,agro_industry_and_commerce,2018-08-26,1156.13
83,air_conditioning,2016-10-09,4675.43
84,air_conditioning,2016-10-16,0.0
85,air_conditioning,2016-10-23,0.0
86,air_conditioning,2016-10-30,0.0
87,air_conditioning,2016-11-06,0.0
88,air_conditioning,2016-11-13,0.0
89,air_conditioning,2016-11-20,0.0
90,air_conditioning,2016-11-27,0.0
91,air_conditioning,2016-12-04,0.0
92,air_conditioning,2016-12-11,0.0
93,air_conditioning,2016-12-18,0.0
94,air_conditioning,2016-12-25,0.0
95,air_conditioning,2017-01-01,0.0
96,air_conditioning,2017-01-08,0.0
97,air_conditioning,2017-01-15,0.0
98,air_conditioning,2017-01-22,0.0
99,air_conditioning,2017-01-29,910.89
100,air_conditioning,2017-02-05,192.9
101,air_conditioning,2017-02-12,0.0
102,air_conditioning,2017-02-19,2690.2000000000007
103,air_conditioning,2017-02-26,749.51
104,air_conditioning,2017-03-05,920.28
105,air_conditioning,2017-03-12,2420.77
106,air_conditioning,2017-03-19,822.9199999999998
107,air_conditioning,2017-03-26,226.59
108,air_conditioning,2017-04-02,152.69
109,air_conditioning,2017-04-09,380.42
110,air_conditioning,2017-04-16,1778.83
111,air_conditioning,2017-04-23,961.3600000000001
112,air_conditioning,2017-04-30,225.07
113,air_conditioning,2017-05-07,646.02
114,air_conditioning,2017-05-14,579.1899999999999
115,air_conditioning,2017-05-21,60.14
116,air_conditioning,2017-05-28,0.0
117,air_conditioning,2017-06-04,115.44
118,air_conditioning,2017-06-11,141.82
119,air_conditioning,2017-06-18,2052.22
120,air_conditioning,2017-06-25,298.77
121,air_conditioning,2017-07-02,1138.21
122,air_conditioning,2017-07-09,26.0
123,air_conditioning,2017-07-16,144.03
124,air_conditioning,2017-07-23,1069.77
125,air_conditioning,2017-07-30,0.0
126,air_conditioning,2017-08-06,695.27
127,air_conditioning,2017-08-13,509.70000000000005
128,air_conditioning,2017-08-20,1223.26
129,air_conditioning,2017-08-27,3235.68
130,air_conditioning,2017-09-03,2245.11
131,air_conditioning,2017-09-10,436.6
132,air_conditioning,2017-09-17,496.53999999999996
133,air_conditioning,2017-09-24,0.0
134,air_conditioning,2017-10-01,967.1899999999999
135,air_conditioning,2017-10-08,1947.0
136,air_conditioning,2017-10-15,2130.06
137,air_conditioning,2017-10-22,620.56
138,air_conditioning,2017-10-29,0.0
139,air_conditioning,2017-11-05,222.14
140,air_conditioning,2017-11-12,818.6400000000001
141,air_conditioning,2017-11-19,1121.02
142,air_conditioning,2017-11-26,1177.81
143,air_conditioning,2017-12-03,3662.3700000000003
144,air_conditioning,2017-12-10,533.86
145,air_conditioning,2017-12-17,0.0
146,air_conditioning,2017-12-24,0.0
147,air_conditioning,2017-12-31,0.0
148,air_conditioning,2018-01-07,480.70000000000005
149,air_conditioning,2018-01-14,3543.85
150,air_conditioning,2018-01-21,1542.4
151,air_conditioning,2018-01-28,1896.8100000000004
152,air_conditioning,2018-02-04,878.17
153,air_conditioning,2018-02-11,207.67
154,air_conditioning,2018-02-18,502.2
155,air_conditioning,2018-02-25,572.78
156,air_conditioning,2018-03-04,2072.8399999999997
157,air_conditioning,2018-03-11,558.98
158,air_conditioning,2018-03-18,1346.38
159,air_conditioning,2018-03-25,1215.54
160,air_conditioning,2018-04-01,545.3199999999999
161,air_conditioning,2018-04-08,1996.2599999999998
162,air_conditioning,2018-04-15,289.09
163,air_conditioning,2018-04-22,609.29
164,air_conditioning,2018-04-29,1256.5699999999997
165,air_conditioning,2018-05-06,435.36999999999995
166,air_conditioning,2018-05-13,1480.08
167,air_conditioning,2018-05-20,1054.77
168,air_conditioning,2018-05-27,119.2
169,air_conditioning,2018-06-03,0.0
170,air_conditioning,2018-06-10,11776.289999999999
171,air_conditioning,2018-06-17,1964.64
172,air_conditioning,2018-06-24,128.96
173,air_conditioning,2018-07-01,199.5
174,air_conditioning,2018-07-08,416.15999999999997
175,air_conditioning,2018-07-15,699.98
176,air_conditioning,2018-07-22,529.81
177,air_conditioning,2018-07-29,1582.3700000000001
178,air_conditioning,2018-08-05,1774.1299999999997
179,air_conditioning,2018-08-12,1083.33
180,air_conditioning,2018-08-19,2263.2799999999997
181,air_conditioning,2018-08-26,725.6600000000001
182,art,2017-03-05,27.59
183,art,2017-03-12,0.0
184,art,2017-03-19,47.05
185,art,2017-03-26,246.2
186,art,2017-04-02,0.0
187,art,2017-04-09,0.0
188,art,2017-04-16,0.0
189,art,2017-04-23,0.0
190,art,2017-04-30,0.0
191,art,2017-05-07,266.74
192,art,2017-05-14,50.98
193,art,2017-05-21,245.89
194,art,2017-05-28,6865.0199999999995
195,art,2017-06-04,84.49
196,art,2017-06-11,187.47000000000003
197,art,2017-06-18,97.88
198,art,2017-06-25,0.0
199,art,2017-07-02,2078.64
200,art,2017-07-09,301.11
201,art,2017-07-16,123.79
202,art,2017-07-23,0.0
203,art,2017-07-30,0.0
204,art,2017-08-06,0.0
205,art,2017-08-13,186.53
206,art,2017-08-20,0.0
207,art,2017-08-27,70.53
208,art,2017-09-03,60.0
209,art,2017-09-10,317.85
210,art,2017-09-17,0.0
211,art,2017-09-24,66.25
212,art,2017-10-01,51.75
213,art,2017-10-08,262.04
214,art,2017-10-15,138.41
215,art,2017-10-22,0.0
216,art,2017-10-29,0.0
217,art,2017-11-05,0.0
218,art,2017-11-12,0.0
219,art,2017-11-19,0.0
220,art,2017-11-26,0.0
221,art,2017-12-03,92.78
222,art,2017-12-10,76.79
223,art,2017-12-17,47.19
224,art,2017-12-24,67.78
225,art,2017-12-31,0.0
226,art,2018-01-07,151.39
227,art,2018-01-14,731.59
228,art,2018-01-21,1151.6200000000001
229,art,2018-01-28,332.90000000000003
230,art,2018-02-04,605.25
231,art,2018-02-11,1229.2900000000002
232,art,2018-02-18,176.76
233,art,2018-02-25,330.88
234,art,2018-03-04,132.26
235,art,2018-03-11,140.38
236,art,2018-03-18,113.11
237,art,2018-03-25,346.49
238,art,2018-04-01,19.39
239,art,2018-04-08,549.14
240,art,2018-04-15,315.85999999999996
241,art,2018-04-22,529.0
242,art,2018-04-29,833.8899999999999
243,art,2018-05-06,710.12
244,art,2018-05-13,1224.58
245,art,2018-05-20,1396.73
246,art,2018-05-27,222.13
247,art,2018-06-03,472.86
248,art,2018-06-10,346.8
249,art,2018-06-17,715.5799999999998
250,art,2018-06-24,986.78
251,art,2018-07-01,790.5899999999999
252,art,2018-07-08,458.84000000000003
253,art,2018-07-15,1084.9299999999998
254,art,2018-07-22,389.95
255,art,2018-07-29,169.01
256,art,2018-08-05,923.6600000000001
257,art,2018-08-12,937.4799999999999
258,art,2018-08-19,199.07999999999998
259,art,2018-08-26,0.0
260,art,2018-09-02,213.86
261,arts_and_craftmanship,2017-05-14,73.07
262,arts_and_craftmanship,2017-05-21,0.0
263,arts_and_craftmanship,2017-05-28,0.0
264,arts_and_craftmanship,2017-06-04,0.0
265,arts_and_craftmanship,2017-06-11,0.0
266,arts_and_craftmanship,2017-06-18,0.0
267,arts_and_craftmanship,2017-06-25,0.0
268,arts_and_craftmanship,2017-07-02,0.0
269,arts_and_craftmanship,2017-07-09,0.0
270,arts_and_craftmanship,2017-07-16,145.56
271,arts_and_craftmanship,2017-07-23,0.0
272,arts_and_craftmanship,2017-07-30,0.0
273,arts_and_craftmanship,2017-08-06,0.0
274,arts_and_craftmanship,2017-08-13,0.0
275,arts_and_craftmanship,2017-08-20,0.0
276,arts_and_craftmanship,2017-08-27,0.0
277,arts_and_craftmanship,2017-09-03,0.0
278,arts_and_craftmanship,2017-09-10,0.0
279,arts_and_craftmanship,2017-09-17,0.0
280,arts_and_craftmanship,2017-09-24,0.0
281,arts_and_craftmanship,2017-10-01,0.0
282,arts_and_craftmanship,2017-10-08,0.0
283,arts_and_craftmanship,2017-10-15,0.0
284,arts_and_craftmanship,2017-10-22,0.0
285,arts_and_craftmanship,2017-10-29,0.0
286,arts_and_craftmanship,2017-11-05,0.0
287,arts_and_craftmanship,2017-11-12,0.0
288,arts_and_craftmanship,2017-11-19,0.0
289,arts_and_craftmanship,2017-11-26,0.0
290,arts_and_craftmanship,2017-12-03,0.0
291,arts_and_craftmanship,2017-12-10,0.0
292,arts_and_craftmanship,2017-12-17,0.0
293,arts_and_craftmanship,2017-12-24,0.0
294,arts_and_craftmanship,2017-12-31,0.0
295,arts_and_craftmanship,2018-01-07,0.0
296,arts_and_craftmanship,2018-01-14,0.0
297,arts_and_craftmanship,2018-01-21,0.0
298,arts_and_craftmanship,2018-01-28,0.0
299,arts_and_craftmanship,2018-02-04,0.0
300,arts_and_craftmanship,2018-02-11,0.0
301,arts_and_craftmanship,2018-02-18,0.0
302,arts_and_craftmanship,2018-02-25,0.0
303,arts_and_craftmanship,2018-03-04,0.0
304,arts_and_craftmanship,2018-03-11,0.0
305,arts_and_craftmanship,2018-03-18,0.0
306,arts_and_craftmanship,2018-03-25,0.0
307,arts_and_craftmanship,2018-04-01,0.0
308,arts_and_craftmanship,2018-04-08,0.0
309,arts_and_craftmanship,2018-04-15,0.0
310,arts_and_craftmanship,2018-04-22,0.0
311,arts_and_craftmanship,2018-04-29,34.22
312,arts_and_craftmanship,2018-05-06,0.0
313,arts_and_craftmanship,2018-05-13,101.05
314,arts_and_craftmanship,2018-05-20,0.0
315,arts_and_craftmanship,2018-05-27,0.0
316,arts_and_craftmanship,2018-06-03,0.0
317,arts_and_craftmanship,2018-06-10,0.0
318,arts_and_craftmanship,2018-06-17,0.0
319,arts_and_craftmanship,2018-06-24,0.0
320,arts_and_craftmanship,2018-07-01,0.0
321,arts_and_craftmanship,2018-07-08,0.0
322,arts_and_craftmanship,2018-07-15,0.0
323,arts_and_craftmanship,2018-07-22,180.53
324,arts_and_craftmanship,2018-07-29,663.6899999999999
325,arts_and_craftmanship,2018-08-05,92.69
326,arts_and_craftmanship,2018-08-12,25.39
327,arts_and_craftmanship,2018-08-19,164.56
328,arts_and_craftmanship,2018-08-26,845.4100000000001
329,audio,2016-10-09,147.08
330,audio,2016-10-16,35.95
331,audio,2016-10-23,0.0
332,audio,2016-10-30,0.0
333,audio,2016-11-06,0.0
334,audio,2016-11-13,0.0
335,audio,2016-11-20,0.0
336,audio,2016-11-27,0.0
337,audio,2016-12-04,0.0
338,audio,2016-12-11,0.0
339,audio,2016-12-18,0.0
340,audio,2016-12-25,0.0
341,audio,2017-01-01,0.0
342,audio,2017-01-08,0.0
343,audio,2017-01-15,0.0
344,audio,2017-01-22,0.0
345,audio,2017-01-29,0.0
346,audio,2017-02-05,44.01
347,audio,2017-02-12,0.0
348,audio,2017-02-19,105.91
349,audio,2017-02-26,36.19
350,audio,2017-03-05,61.74
351,audio,2017-03-12,1058.69
352,audio,2017-03-19,270.36
353,audio,2017-03-26,45.95
354,audio,2017-04-02,239.41
355,audio,2017-04-09,193.25
356,audio,2017-04-16,404.56
357,audio,2017-04-23,153.32
358,audio,2017-04-30,757.3800000000001
359,audio,2017-05-07,626.98
360,audio,2017-05-14,209.56
361,audio,2017-05-21,760.94
362,audio,2017-05-28,472.13
363,audio,2017-06-04,263.58000000000004
364,audio,2017-06-11,369.41999999999996
365,audio,2017-06-18,879.14
366,audio,2017-06-25,96.88
367,audio,2017-07-02,472.79999999999995
368,audio,2017-07-09,173.36
369,audio,2017-07-16,548.9300000000001
370,audio,2017-07-23,115.94
371,audio,2017-07-30,45.0
372,audio,2017-08-06,108.0
373,audio,2017-08-13,194.25
374,audio,2017-08-20,740.8199999999999
375,audio,2017-08-27,103.37
376,audio,2017-09-03,0.0
377,audio,2017-09-10,351.73
378,audio,2017-09-17,337.75
379,audio,2017-09-24,226.36
380,audio,2017-10-01,138.77
381,audio,2017-10-08,444.25
382,audio,2017-10-15,748.32
383,audio,2017-10-22,846.22
384,audio,2017-10-29,713.45
385,audio,2017-11-05,206.54
386,audio,2017-11-12,1209.96
387,audio,2017-11-19,1069.7
388,audio,2017-11-26,1176.8799999999999
389,audio,2017-12-03,1237.25
390,audio,2017-12-10,65.0
391,audio,2017-12-17,644.3699999999999
392,audio,2017-12-24,791.79
393,audio,2017-12-31,1439.96
394,audio,2018-01-07,865.49
395,audio,2018-01-14,898.03
396,audio,2018-01-21,745.22
397,audio,2018-01-28,1551.55
398,audio,2018-02-04,1264.52
399,audio,2018-02-11,55.36
400,audio,2018-02-18,608.88
401,audio,2018-02-25,880.28
402,audio,2018-03-04,1465.7
403,audio,2018-03-11,897.42
404,audio,2018-03-18,1684.42
405,audio,2018-03-25,4486.51
406,audio,2018-04-01,3926.8199999999997
407,audio,2018-04-08,1676.6899999999998
408,audio,2018-04-15,4506.0
409,audio,2018-04-22,573.79
410,audio,2018-04-29,2101.9999999999995
411,audio,2018-05-06,775.3600000000001
412,audio,2018-05-13,1080.7900000000002
413,audio,2018-05-20,533.03
414,audio,2018-05-27,128.78
415,audio,2018-06-03,1385.53
416,audio,2018-06-10,182.96
417,audio,2018-06-17,197.68
418,audio,2018-06-24,347.52
419,audio,2018-07-01,952.5100000000001
420,audio,2018-07-08,621.28
421,audio,2018-07-15,49.980000000000004
422,audio,2018-07-22,495.14
423,audio,2018-07-29,1029.74
424,audio,2018-08-05,710.9200000000001
425,audio,2018-08-12,258.03999999999996
426,audio,2018-08-19,1327.19
427,audio,2018-08-26,653.9999999999999
428,audio,2018-09-02,22.29
429,auto,2016-10-09,1603.57
430,auto,2016-10-16,1113.1299999999999
431,auto,2016-10-23,0.0
432,auto,2016-10-30,0.0
433,auto,2016-11-06,0.0
434,auto,2016-11-13,0.0
435,auto,2016-11-20,0.0
436,auto,2016-11-27,0.0
437,auto,2016-12-04,0.0
438,auto,2016-12-11,0.0
439,auto,2016-12-18,0.0
440,auto,2016-12-25,0.0
441,auto,2017-01-01,0.0
442,auto,2017-01-08,39.24
443,auto,2017-01-15,0.0
444,auto,2017-01-22,2536.2499999999995
445,auto,2017-01-29,5696.000000000001
446,auto,2017-02-05,1736.98
447,auto,2017-02-12,7824.480000000002
448,auto,2017-02-19,5672.090000000001
449,auto,2017-02-26,4195.88
450,auto,2017-03-05,1872.04
451,auto,2017-03-12,4993.67
452,auto,2017-03-19,2798.0899999999997
453,auto,2017-03-26,4253.820000000001
454,auto,2017-04-02,13673.039999999999
455,auto,2017-04-09,4497.09
456,auto,2017-04-16,5367.009999999999
457,auto,2017-04-23,2545.31
458,auto,2017-04-30,4737.200000000001
459,auto,2017-05-07,3052.4
460,auto,2017-05-14,5320.7699999999995
461,auto,2017-05-21,6339.59
462,auto,2017-05-28,10428.970000000001
463,auto,2017-06-04,5939.55
464,auto,2017-06-11,6979.230000000002
465,auto,2017-06-18,16185.77
466,auto,2017-06-25,8295.599999999999
467,auto,2017-07-02,6464.18
468,auto,2017-07-09,2605.33
469,auto,2017-07-16,3567.999999999999
470,auto,2017-07-23,7313.250000000001
471,auto,2017-07-30,3425.55
472,auto,2017-08-06,13012.700000000003
473,auto,2017-08-13,10819.0
474,auto,2017-08-20,5773.800000000001
475,auto,2017-08-27,48416.07000000003
476,auto,2017-09-03,2389.4300000000003
477,auto,2017-09-10,4290.259999999999
478,auto,2017-09-17,2577.79
479,auto,2017-09-24,3413.6400000000003
480,auto,2017-10-01,18150.639999999996
481,auto,2017-10-08,9431.24
482,auto,2017-10-15,7522.58
483,auto,2017-10-22,9399.390000000003
484,auto,2017-10-29,3450.4999999999995
485,auto,2017-11-05,4414.610000000001
486,auto,2017-11-12,7372.129999999998
487,auto,2017-11-19,6991.790000000002
488,auto,2017-11-26,16976.93
489,auto,2017-12-03,15451.030000000004
490,auto,2017-12-10,16409.489999999998
491,auto,2017-12-17,18577.59
492,auto,2017-12-24,10296.019999999997
493,auto,2017-12-31,3053.1699999999996
494,auto,2018-01-07,9122.140000000001
495,auto,2018-01-14,9425.02
496,auto,2018-01-21,10500.080000000002
497,auto,2018-01-28,12245.69
498,auto,2018-02-04,13902.640000000007
499,auto,2018-02-11,11842.85
500,auto,2018-02-18,12608.940000000002
501,auto,2018-02-25,15198.240000000002
502,auto,2018-03-04,11828.300000000001
503,auto,2018-03-11,11301.169999999996
504,auto,2018-03-18,16699.959999999995
505,auto,2018-03-25,13469.17
506,auto,2018-04-01,14720.199999999997
507,auto,2018-04-08,13078.679999999997
508,auto,2018-04-15,22375.419999999995
509,auto,2018-04-22,11627.090000000002
510,auto,2018-04-29,15434.819999999998
511,auto,2018-05-06,12372.439999999999
512,auto,2018-05-13,15968.499999999995
513,auto,2018-05-20,14883.750000000005
514,auto,2018-05-27,5180.3099999999995
515,auto,2018-06-03,11052.109999999999
516,auto,2018-06-10,12199.219999999994
517,auto,2018-06-17,10430.799999999997
518,auto,2018-06-24,15445.910000000005
519,auto,2018-07-01,14849.550000000005
520,auto,2018-07-08,7784.24
521,auto,2018-07-15,9248.680000000002
522,auto,2018-07-22,16215.820000000003
523,auto,2018-07-29,15253.710000000005
524,auto,2018-08-05,14628.160000000003
525,auto,2018-08-12,22295.069999999996
526,auto,2018-08-19,17789.050000000003
527,auto,2018-08-26,11419.299999999996
528,auto,2018-09-02,634.42
529,baby,2016-10-09,1989.54
530,baby,2016-10-16,354.89
531,baby,2016-10-23,0.0
532,baby,2016-10-30,0.0
533,baby,2016-11-06,0.0
534,baby,2016-11-13,0.0
535,baby,2016-11-20,0.0
536,baby,2016-11-27,0.0
537,baby,2016-12-04,0.0
538,baby,2016-12-11,0.0
539,baby,2016-12-18,0.0
540,baby,2016-12-25,0.0
541,baby,2017-01-01,0.0
542,baby,2017-01-08,39.24
543,baby,2017-01-15,205.83999999999997
544,baby,2017-01-22,1678.7599999999998
545,baby,2017-01-29,3174.6499999999996
546,baby,2017-02-05,3624.4699999999993
547,baby,2017-02-12,1491.9399999999998
548,baby,2017-02-19,1013.04
549,baby,2017-02-26,1228.4199999999998
550,baby,2017-03-05,862.4
551,baby,2017-03-12,906.62
552,baby,2017-03-19,1599.8300000000002
553,baby,2017-03-26,784.8900000000001
554,baby,2017-04-02,655.65
555,baby,2017-04-09,737.3399999999999
556,baby,2017-04-16,436.51
557,baby,2017-04-23,2101.31
558,baby,2017-04-30,2101.91
559,baby,2017-05-07,2668.370000000001
560,baby,2017-05-14,2619.3199999999997
561,baby,2017-05-21,2216.49
562,baby,2017-05-28,3239.7699999999995
563,baby,2017-06-04,3897.92
564,baby,2017-06-11,2199.37
565,baby,2017-06-18,4935.55
566,baby,2017-06-25,1868.4700000000003
567,baby,2017-07-02,2441.5899999999997
568,baby,2017-07-09,2330.6200000000003
569,baby,2017-07-16,4790.5
570,baby,2017-07-23,6408.15
571,baby,2017-07-30,4884.76
572,baby,2017-08-06,5275.6
573,baby,2017-08-13,4662.51
574,baby,2017-08-20,6129.110000000001
575,baby,2017-08-27,5355.769999999999
576,baby,2017-09-03,9442.310000000001
577,baby,2017-09-10,4820.699999999999
578,baby,2017-09-17,10467.79
579,baby,2017-09-24,4742.82
580,baby,2017-10-01,6390.909999999998
581,baby,2017-10-08,4334.830000000001
582,baby,2017-10-15,4537.419999999999
583,baby,2017-10-22,6576.01
584,baby,2017-10-29,2193.4799999999996
585,baby,2017-11-05,5673.239999999999
586,baby,2017-11-12,4836.880000000001
587,baby,2017-11-19,6376.740000000002
588,baby,2017-11-26,12386.759999999995
589,baby,2017-12-03,5343.329999999999
590,baby,2017-12-10,6527.819999999998
591,baby,2017-12-17,5915.240000000002
592,baby,2017-12-24,6876.77
593,baby,2017-12-31,1671.06
594,baby,2018-01-07,8432.570000000002
595,baby,2018-01-14,9868.600000000004
596,baby,2018-01-21,7745.799999999999
597,baby,2018-01-28,9843.969999999996
598,baby,2018-02-04,3477.5200000000004
599,baby,2018-02-11,5234.550000000001
600,baby,2018-02-18,7281.389999999999
601,baby,2018-02-25,7355.050000000001
602,baby,2018-03-04,15310.030000000004
603,baby,2018-03-11,5348.740000000001
604,baby,2018-03-18,12213.799999999997
605,baby,2018-03-25,13731.38
606,baby,2018-04-01,13879.47
607,baby,2018-04-08,8867.83
608,baby,2018-04-15,17838.74999999999
609,baby,2018-04-22,26667.7
610,baby,2018-04-29,17366.909999999996
611,baby,2018-05-06,8171.970000000001
612,baby,2018-05-13,13895.459999999997
613,baby,2018-05-20,11172.300000000005
614,baby,2018-05-27,6022.080000000002
615,baby,2018-06-03,11208.610000000002
616,baby,2018-06-10,13285.499999999993
617,baby,2018-06-17,9909.190000000002
618,baby,2018-06-24,9290.02
619,baby,2018-07-01,7941.469999999998
620,baby,2018-07-08,5747.079999999997
621,baby,2018-07-15,4487.5599999999995
622,baby,2018-07-22,5274.329999999999
623,baby,2018-07-29,9234.18
624,baby,2018-08-05,14387.42
625,baby,2018-08-12,7157.289999999999
626,baby,2018-08-19,6853.709999999998
627,baby,2018-08-26,4930.419999999999
628,baby,2018-09-02,387.78
629,bed_bath_table,2016-10-09,1025.94
630,bed_bath_table,2016-10-16,1265.77
631,bed_bath_table,2016-10-23,0.0
632,bed_bath_table,2016-10-30,0.0
633,bed_bath_table,2016-11-06,0.0
634,bed_bath_table,2016-11-13,0.0
635,bed_bath_table,2016-11-20,0.0
636,bed_bath_table,2016-11-27,0.0
637,bed_bath_table,2016-12-04,0.0
638,bed_bath_table,2016-12-11,0.0
639,bed_bath_table,2016-12-18,0.0
640,bed_bath_table,2016-12-25,0.0
641,bed_bath_table,2017-01-01,0.0
642,bed_bath_table,2017-01-08,84.59
643,bed_bath_table,2017-01-15,238.35
644,bed_bath_table,2017-01-22,2054.75
645,bed_bath_table,2017-01-29,2209.520000000001
646,bed_bath_table,2017-02-05,3779.2600000000007
647,bed_bath_table,2017-02-12,6427.59
648,bed_bath_table,2017-02-19,9267.750000000004
649,bed_bath_table,2017-02-26,5114.44
650,bed_bath_table,2017-03-05,9297.779999999999
651,bed_bath_table,2017-03-12,12493.880000000003
652,bed_bath_table,2017-03-19,7874.1799999999985
653,bed_bath_table,2017-03-26,10079.880000000001
654,bed_bath_table,2017-04-02,8566.700000000003
655,bed_bath_table,2017-04-09,9801.080000000007
656,bed_bath_table,2017-04-16,2842.1699999999996
657,bed_bath_table,2017-04-23,9796.570000000002
658,bed_bath_table,2017-04-30,9706.979999999998
659,bed_bath_table,2017-05-07,8492.839999999998
660,bed_bath_table,2017-05-14,9733.119999999999
661,bed_bath_table,2017-05-21,10680.480000000001
662,bed_bath_table,2017-05-28,13676.990000000007
663,bed_bath_table,2017-06-04,9284.980000000001
664,bed_bath_table,2017-06-11,13626.81
665,bed_bath_table,2017-06-18,14241.11
666,bed_bath_table,2017-06-25,8494.619999999999
667,bed_bath_table,2017-07-02,12599.700000000003
668,bed_bath_table,2017-07-09,17984.190000000006
669,bed_bath_table,2017-07-16,23000.440000000017
670,bed_bath_table,2017-07-23,33554.43000000003
671,bed_bath_table,2017-07-30,21659.58
672,bed_bath_table,2017-08-06,15951.470000000003
673,bed_bath_table,2017-08-13,22962.789999999994
674,bed_bath_table,2017-08-20,24027.059999999994
675,bed_bath_table,2017-08-27,14363.910000000007
676,bed_bath_table,2017-09-03,12870.329999999993
677,bed_bath_table,2017-09-10,16364.400000000001
678,bed_bath_table,2017-09-17,24348.26
679,bed_bath_table,2017-09-24,23238.03999999997
680,bed_bath_table,2017-10-01,18636.140000000003
681,bed_bath_table,2017-10-08,15768.199999999992
682,bed_bath_table,2017-10-15,14511.689999999997
683,bed_bath_table,2017-10-22,30645.639999999963
684,bed_bath_table,2017-10-29,17305.080000000005
685,bed_bath_table,2017-11-05,20609.889999999992
686,bed_bath_table,2017-11-12,26920.130000000005
