,y_true,y_pred_lt,y_pred_nd,dates
0,75,89.73209347159218,89.73209347159218,2011-08-20
1,58,58.624978378103314,89.73209347159218,2011-08-27
2,42,60.540961996095874,54.709846093727265,2011-09-03
3,81,74.84160940379402,75.05121151311708,2011-09-10
