,y_true,y_pred_lt,y_pred_nd,dates
0,114,113.50114746259331,113.50114746259331,2011-09-17
1,106,122.48274557806585,113.50114746259331,2011-09-24
2,96,118.96153869077982,122.49960537630116,2011-10-01
3,107,120.06870785721385,111.33859625120985,2011-10-08
