,y_true,y_pred_lt,y_pred_nd,dates
0,117,102.92266529543407,102.92266529543407,2011-03-05
1,49,63.519582821701135,102.92266529543407,2011-03-12
2,31,82.6390501719042,70.5313583439357,2011-03-19
3,30,70.39372862366906,61.05802867135156,2011-03-26
