,y_true,y_pred_lt,y_pred_nd,dates
0,138,184.65960389817775,184.65960389817775,2011-08-20
1,119,190.47972995259113,184.65960389817775,2011-08-27
2,190,243.73261856034344,175.81545285615516,2011-09-03
3,130,194.78500332499328,152.381962810689,2011-09-10
