,y_true,y_pred_lt,y_pred_nd,dates
0,65,184.90459122447282,184.90459122447282,2011-03-05
1,201,204.08670021165352,184.90459122447282,2011-03-12
2,212,202.62544371230325,136.45914457543591,2011-03-19
3,186,193.27960452488063,141.6874218151227,2011-03-26
