,y_true,y_pred_lt,y_pred_nd,dates
0,66,92.16111953979491,92.16111953979491,2011-11-12
1,80,88.88928162283293,92.16111953979491,2011-11-19
2,362,110.82308827751777,84.39185432920873,2011-11-26
3,226,82.4621219537841,83.47190907503395,2011-12-03
