WEEK_END_DATE,lag-units-1,lag-units-2,lag-units-3,lag-units-4,lag-units-5,lag-units-6,lag-units-7,lag-units-8,lag-units-9,lag-units-10,lag-units-11,lag-units-12,lag-units-13,lag-units-14,lag-units-15,lag-units-16,lag-units-17,lag-units-18,lag-units-19,lag-units-20,lag-units-21,lag-units-22,lag-units-23,lag-units-24,lag-units-25,lag-units-26,lag-units-27,lag-units-28,lag-units-29,lag-units-30,lag-units-31,lag-units-32,lag-units-33,lag-units-34,lag-units-35,lag-units-36,lag-units-37,lag-units-38,lag-units-39,lag-units-40,lag-units-41,lag-units-42,lag-units-43,lag-units-44,lag-units-45,lag-units-46,lag-units-47,lag-units-48,lag-units-49,lag-units-50,lag-units-51,lag-units-52,lag-units-1-rolling-2,lag-units-1-rolling-4,lag-units-1-rolling-8,lag-units-1-rolling-16,lag-units-1-rolling-26,WEEK_END_DATEYear,WEEK_END_DATEMonth,WEEK_END_DATEWeek,WEEK_END_DATEDay,WEEK_END_DATEDayofweek,WEEK_END_DATEDayofyear,test_predictions,y_true
2011-08-20,85.0,68.0,60.0,74.0,85.0,69.0,82.0,115.0,47.0,58.0,60.0,57.0,43.0,57.0,52.0,44.0,46.0,55.0,43.0,80.0,60.0,55.0,46.0,145.0,132.0,119.0,62.0,49.0,54.0,52.0,76.0,76.0,36.0,33.0,40.0,56.0,47.0,55.0,36.0,34.0,45.0,63.0,67.0,44.0,33.0,43.0,54.0,48.0,55.0,43.0,49.0,54.0,76.5,71.75,79.75,66.0,70.65,2011,8,33,20,5,232,85,75
2011-08-27,75.0,85.0,68.0,60.0,74.0,85.0,69.0,82.0,115.0,47.0,58.0,60.0,57.0,43.0,57.0,52.0,44.0,46.0,55.0,43.0,80.0,60.0,55.0,46.0,145.0,132.0,119.0,62.0,49.0,54.0,52.0,76.0,76.0,36.0,33.0,40.0,56.0,47.0,55.0,36.0,34.0,45.0,63.0,67.0,44.0,33.0,43.0,54.0,48.0,55.0,43.0,49.0,80.0,72.0,74.75,67.94,68.96,2011,8,34,27,5,239,60,58
2011-09-03,58.0,75.0,85.0,68.0,60.0,74.0,85.0,69.0,82.0,115.0,47.0,58.0,60.0,57.0,43.0,57.0,52.0,44.0,46.0,55.0,43.0,80.0,60.0,55.0,46.0,145.0,132.0,119.0,62.0,49.0,54.0,52.0,76.0,76.0,36.0,33.0,40.0,56.0,47.0,55.0,36.0,34.0,45.0,63.0,67.0,44.0,33.0,43.0,54.0,48.0,55.0,43.0,66.5,71.5,71.75,68.31,66.12,2011,9,35,3,5,246,44,42
2011-09-10,42.0,58.0,75.0,85.0,68.0,60.0,74.0,85.0,69.0,82.0,115.0,47.0,58.0,60.0,57.0,43.0,57.0,52.0,44.0,46.0,55.0,43.0,80.0,60.0,55.0,46.0,145.0,132.0,119.0,62.0,49.0,54.0,52.0,76.0,76.0,36.0,33.0,40.0,56.0,47.0,55.0,36.0,34.0,45.0,63.0,67.0,44.0,33.0,43.0,54.0,48.0,55.0,50.0,65.0,68.38,67.38,62.15,2011,9,36,10,5,253,60,81
